asin,ranking,date_first_available,product_name,price,mrp,is_dotd,is_deal,is_ld,ratings_count,rating,status,sold_by,fba/mfn,shipping_fee,details
B0BF563HB4,#282 in Electronics #29 inSmart Watches,22-Nov-22,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution (Blue)",1499,19999,FALSE,FALSE,FALSE,35501,4.2,In stock,Appario Retail Private Ltd,FBA,0,"brand : Fire-Boltt | manufacturer : Fire-Boltt | model : BSW053 | model_name : Ninja Call Pro | product_dimensions : 25.5 x 2 x 1.15 cm; 50 Grams | batteries : 1 Lithium Ion batteries required. (included) | item_model_number : BSW053 | operating_system : Smartwatch | compatible_devices : Smartphone | special_features : Bluetooth Calling, IP67 Smartwatch, 1.83"" Big Display, Built In Mic & Speaker, Voice Assistant, Games, Find Phone, Accelerometer, Activity Tracker, Alarm Clock, Calorie Tracker, Camera, Notifications, Pedometer, Phone Call, Sedentary Reminder, Sleep Monitor, Text message, Time Display, Spo2 (Blood Oxygen Monitoring), Heart Rate Tracking, Daily Workout Memory, Distance Tracker, Multisport Tracker, Music Player | mounting_hardware : 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card | number_of_items : 1 | display_technology : LCD | standing_screen_display_size : 1.83 Inches | display_type : LCD | battery_average_life : 8 Days | charging_time : 2 Hours | batteries_included : Yes | batteries_required : Yes | battery_cell_composition : Lithium Ion | wireless_type : Bluetooth | connector_type : Bluetooth | device_interface_primary : Touchscreen, Buttons | includes_rechargeable_battery : Yes | country_of_origin : China | item_weight : 50 g | ratings : 35,501 | packer : Savex Technologies Pvt Ltd | importer : Savex Technologies Pvt Ltd | item_dimensions_lxwxh : 25.5 x 2 x 1.1 Centimeters | net_quantity : 1 Piece | generic_name : Smartwatch"
B08VN2H8CV,#18 in Watches (See Top 100 in Watches)#1 inWomen's Wrist Watches,02-Feb-21,LOUIS DEVIN LD-L144-BLU-CH Mesh Steel Chain Analog Wrist Watch for Women,289,1999,TRUE,FALSE,FALSE,5722,4,In stock,Louis Devin,FBA,0,"batteries : 1 Product Specific batteries required. (included) | product_dimensions : 9 x 9 x 7 cm; 180 Grams | manufacturer : LOUIS DEVIN, care@louisdevin.in | item_model_number : LD-L144-BLU-CH | country_of_origin : India | department : Women | item_weight : 180 g | item_dimensions_lxwxh : 9 x 9 x 7 Centimeters | generic_name : Casual watch | ratings : 5,722"
B0BF54972T,#406 in Electronics #44 inSmart Watches,22-Nov-22,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution (Gold Black)",1499,19999,FALSE,FALSE,FALSE,35501,4.2,In stock,Appario Retail Private Ltd,FBA,0,"brand : Fire-Boltt | manufacturer : Fire-Boltt | model : BSW053 | model_name : Ninja Call Pro | product_dimensions : 25.5 x 2 x 1.15 cm; 50 Grams | batteries : 1 Lithium Ion batteries required. (included) | item_model_number : BSW053 | ram_memory_installed_size : 2 GB | operating_system : Smartwatch | compatible_devices : Smartphone | special_features : Bluetooth Calling, IP67 Smartwatch, 1.83"" Big Display, Built In Mic & Speaker, Voice Assistant, Games, Find Phone, Accelerometer, Activity Tracker, Alarm Clock, Calorie Tracker, Camera, Notifications, Pedometer, Phone Call, Sedentary Reminder, Sleep Monitor, Text message, Time Display, Spo2 (Blood Oxygen Monitoring), Heart Rate Tracking, Daily Workout Memory, Distance Tracker, Multisport Tracker, Music Player | mounting_hardware : 1 Smartwatch, 1 Manual, 1 Magnetic Charger, 1 Warranty Card | number_of_items : 1 | display_technology : LCD | standing_screen_display_size : 1.83 Inches | display_type : LCD | wattage : 1.5 Watts | battery_average_life : 8 Days | charging_time : 2 Hours | batteries_included : Yes | batteries_required : Yes | battery_cell_composition : Lithium Ion | wireless_type : Bluetooth | connector_type : Bluetooth | device_interface_primary : Touchscreen, Buttons | includes_rechargeable_battery : Yes | country_of_origin : China | item_weight : 50 g | ratings : 35,501 | packer : Savex Technologies Pvt Ltd | importer : Savex Technologies Pvt Ltd | item_dimensions_lxwxh : 25.5 x 2 x 1.1 Centimeters | net_quantity : 1 Piece | generic_name : Smartwatch"
B09V12K8NT,#449 in Electronics #46 inSmart Watches,25-Mar-22,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",1199,6990,FALSE,FALSE,FALSE,26435,3.9,In stock,Appario Retail Private Ltd,FBA,0,"brand : BoAt | manufacturer : Imagine Marketing Ltd | model : Wave Lite | model_name : Wave Lite | model_year : 2022 | product_dimensions : 26 x 4 x 1 cm; 45 Grams | batteries : 1 Lithium Polymer batteries required. (included) | item_model_number : Wave Lite | memory_storage_capacity : 4000 MB | operating_system : Manual | compatible_devices : Smartphone | special_features : HR & SpO2 Level Monitor, Multiple Sports Modes, Sleek Metal Body, 140+ Watch Faces | mounting_hardware : User Manual, Watch Wave Lite, Magnetic Charging Cable, Warranty Card | number_of_items : 4 | display_technology : LCD | standing_screen_display_size : 1.69 Inches | display_type : Digital | wattage : 1.5 Watts | battery_average_life : 7 Days | batteries_included : Yes | batteries_required : Yes | battery_cell_composition : Lithium Polymer | wireless_type : Bluetooth | connector_type : USB | device_interface_primary : Touchscreen | material : Silicon | includes_rechargeable_battery : Yes | country_of_origin : China | imported_by : Imagine Marketing Ltd | item_weight : 45 g | ratings : 26,435 | packer : Imagine Marketing Ltd | importer : Imagine Marketing Limited Unit no. 204 & 205, 2nd floor, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Mumbai, Maharashtra-400093, India | item_dimensions_lxwxh : 26 x 4 x 1 Centimeters | net_quantity : 1 Piece | generic_name : Smartwatch"
B07GQ7P16Y,#74 in Watches (See Top 100 in Watches)#34 inMen's Wrist Watches,21-Aug-18,LOUIS DEVIN WT030 Leather Strap Analog Wrist Watch for Men,299,2399,TRUE,FALSE,FALSE,2154,3.7,In stock,Louis Devin,FBA,0,"batteries : 1 Product Specific batteries required. (included) | package_dimensions : 8 x 7.8 x 6.6 cm; 180 Grams | manufacturer : LOUIS DEVIN, care@louisdevin.in | item_model_number : LD-WT030-SLV-BRW | country_of_origin : India | department : men | item_weight : 180 g | generic_name : casual watch | ratings : 2,154"
B0BV6FVKSP,#713 in Electronics #65 inSmart Watches,14-Mar-23,"Hammer Ace 3.0 Bluetooth Calling Smart Watch with Largest 1.85"" IPS Display, Dual Mode, Spo2, Heart Rate, Strong Metallic Body & Skin Friendly Strap (Black)",1699,4999,FALSE,FALSE,FALSE,1698,4.3,In stock,Appario Retail Private Ltd,FBA,0,"brand : Hammer | manufacturer : Hammer Lifestyle PVT LTD | series : Ace 3.0 | colour : Black | item_height : 1.3 Centimeters | item_width : 3.9 Centimeters | standing_screen_display_size : 1.85 Inches | product_dimensions : 27 x 3.9 x 1.3 cm; 50 Grams | batteries : 1 Lithium Ion batteries required. (included) | item_model_number : Ace 3.0 | connectivity_type : Bluetooth | wireless_type : Bluetooth | wattage : 40 Watts | average_battery_life_in_hours : 5 Days | are_batteries_included : Yes | lithium_battery_energy_content : 200 Milliamp Hours (mAh) | number_of_lithium_ion_cells : 1 | included_components : Smartwatch, Magnetic Charger, User Manual & Warranty Card | country_of_origin : India | item_weight : 50 g | ratings : 1,698 | packer : Hammer Lifestyle PVT LTD SCO -5 Sector-25 , Grand Trunk Road Panipat , Haryana -132103 | item_dimensions_lxwxh : 27 x 3.9 x 1.3 Centimeters | net_quantity : 1 Piece | generic_name : Smartwatch"
B0B82YGCF6,"#2,871 in Electronics #205 inSmart Watches",24-Aug-22,"Tokdis MX-1 Pro Bluetooth Calling Smartwatch - 1.69” LCD Display, Multiple Watch Faces, Sleep Monitor, Heart & SpO2 Monitoring, Multiple Sports Modes (Black, MX-1 Pro)",799,3499,FALSE,FALSE,FALSE,943,3.1,In stock,Matrix International,FBA,0,"brand : Tokdis | manufacturer : Matrix International, Ph : +91-7976615239 | model : MX 1 | product_dimensions : 240 x 2.2 x 4.29 cm; 70 Grams | batteries : 1 Lithium Ion batteries required. | item_model_number : MX 1 | ram_memory_installed_size : 1 GB | operating_system : Smartwatch | special_features : Blood Pressure Monitor, Multisport Tracker, Phone Call, Notifications, Accelerometer, Activity Tracker, Alarm Clock, Calorie Tracker, Camera, Notifications, Pedometer, Phone Call, Sedentary Reminder, Sleep Monitor, Text message, Time Display, Spo2 (Blood Oxygen Monitoring), Heart Rate Tracking, Bluetooth Calling, IP67 Smartwatch, 1.69"" Display, Built In Mic & Speaker, Find Phone, Daily Workout Memory, Distance Tracker, Multisport Tracker, Music Player | mounting_hardware : User Manual, Warranty Card, 1 X MX-1 Pro Smartwatch, 1 X USB Charging Cable, Customer Care : +91-7976615239 | number_of_items : 1 | display_technology : LCD | standing_screen_display_size : 4.29 Centimetres | wattage : 10 Watts | battery_average_life : 5 Days | batteries_included : No | batteries_required : No | battery_capacity : 200 Milliamp Hours | battery_cell_composition : Lithium Ion | wireless_type : Bluetooth | connector_type : Bluetooth | device_interface_primary : Touchscreen | country_of_origin : India | item_weight : 70 g | ratings : 943 | packer : Matrix International, Ph : +91-7976615239 | importer : Matrix International, Ph : +91-7976615239 | item_dimensions_lxwxh : 2.4 x 0.02 x 0.04 Meters | net_quantity : 1.00 Piece | generic_name : Smart Watch"
B09YV3K34W,#991 in Electronics #83 inSmart Watches,19-May-22,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 120 Sports Modes, in Built Mic & Speaker with IP68 Rating (Silver Grey)",1499,9999,FALSE,FALSE,FALSE,41837,4.2,In stock,Appario Retail Private Ltd,FBA,0,"brand : Fire-Boltt | manufacturer : Fire-Boltt | model : BSW042 | model_name : Talk 2 | model_year : 2021 | product_dimensions : 4.59 x 4.59 x 1.05 cm; 53 Grams | batteries : 1 Lithium Ion batteries required. (included) | item_model_number : BSW042 | memory_storage_capacity : 4 MB | operating_system : Android, iOS | resolution : 240 x 240 | compatible_devices : Tablet, Smartphone | special_features : Blood Pressure Monitor, Text Messaging, Notification | mounting_hardware : 1U Smartwatch, 1U Charging Cable, 1U Manual | number_of_items : 1 | display_technology : LCD | standing_screen_display_size : 1.28 Inches | display_type : LCD | wattage : 240 Watts | battery_average_life : 8 Days | batteries_included : Yes | batteries_required : Yes | battery_cell_composition : Lithium Ion | wireless_type : Bluetooth | connector_type : Bluetooth | device_interface_primary : Touchscreen, Microphone, Buttons | material : Silicone | includes_rechargeable_battery : Yes | country_of_origin : China | item_weight : 53 g | ratings : 41,837 | packer : Boltt Games Pvt Ltd | importer : Savex Technologies Pvt Ltd | item_dimensions_lxwxh : 46 x 46 x 10 Millimeters | net_quantity : 1 Piece | generic_name : Smart Watch"
B07RXZPMZ8,#50 in Watches (See Top 100 in Watches)#22 inMen's Wrist Watches,28-Dec-18,Shocknshop Stainless Steel Watch Series Analogue Men's Watch (Black Dial Mens Long Colored Strap) -W219,285,999,FALSE,FALSE,FALSE,1228,3.8,In stock,Shocknshop,FBA,0,"is_discontinued_by_manufacturer : No | product_dimensions : 24 x 4.5 x 1.8 cm; 130 Grams | manufacturer : Shocknshop | item_model_number : W219 | country_of_origin : India | department : Men | packer : Shocknshop India | item_weight : 130 g | item_dimensions_lxwxh : 24 x 4.5 x 1.8 Centimeters | net_quantity : 1.00 count | generic_name : Casual Watch | ratings : 1,228"
B083L7W4SJ,#68 in Watches (See Top 100 in Watches)#28 inMen's Wrist Watches,06-Jan-20,SWADESI STUFF Digital Army Green Black Dial Kids Watch for Boys & Girls,249,999,TRUE,FALSE,FALSE,4500,3.7,In stock,SWADESI STUFF®,FBA,0,"is_discontinued_by_manufacturer : Yes | package_dimensions : 11.8 x 11.8 x 4.4 cm; 100 Grams | manufacturer : SWADESI STUFF | item_model_number : SDS 77 | country_of_origin : China | department : Boys | item_weight : 100 g | net_quantity : 1.00 Unit | generic_name : Watch | ratings : 4,500"
B096VF5YYF,#52 in Electronics #1 inActivity Trackers#4 inSmart Watches,14-Jun-21,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",2799,3995,FALSE,FALSE,FALSE,127545,4.1,In stock,Appario Retail Private Ltd,FBA,0,"brand : BoAt | manufacturer : Imagine Marketing Ltd | model : 8904130868054 | model_name : Xtend | model_year : 2022 | product_dimensions : 26 x 5 x 1 cm; 54 Grams | batteries : 1 Lithium Polymer batteries required. (included) | item_model_number : 8904130868054 | operating_system : Smartwatch | compatible_devices : Smartphone | special_features : Stress Monitor, Alexa Built-in, Multiple Watch Faces | mounting_hardware : USB Magnetic Charging Cable, User Manual, Warranty Card, Watch Xtend | number_of_items : 4 | display_technology : LCD | standing_screen_display_size : 1.54 Inches | display_type : LCD | wattage : 1 Watts | battery_average_life : 7 Days | charging_time : 2 Hours | batteries_included : Yes | batteries_required : Yes | battery_cell_composition : Lithium | wireless_type : Bluetooth | connector_type : Bluetooth | device_interface_primary : Touchscreen | material : Silicon | includes_rechargeable_battery : Yes | country_of_origin : China | imported_by : Imagine Marketing Ltd | item_weight : 54 g | ratings : 127,545 | packer : Imagine Marketing Ltd | importer : Imagine Marketing Ltd | item_dimensions_lxwxh : 26 x 5 x 1 Centimeters | net_quantity : 1 Piece | generic_name : Watch Xtend"
B09LVH9PPN,#94 in Watches (See Top 100 in Watches)#44 inMen's Wrist Watches,15-Nov-21,LOUIS DEVIN Mesh Steel Chain Analog Wrist Watch for Men (LD-G042),329,1999,TRUE,FALSE,FALSE,267,3.9,In stock,Louis Devin,FBA,0,"product_dimensions : 20 x 4.3 x 0.7 cm; 170 Grams | manufacturer : LOUIS DEVIN | item_model_number : LD-G042-BLK-CH | country_of_origin : India | department : Men | packer : Supertrust Marketing, Patparganj Industrial Area, Delhi | item_weight : 170 g | item_dimensions_lxwxh : 20 x 4.3 x 0.7 Centimeters | net_quantity : 1.00 Piece | generic_name : Watch | ratings : 267"
B09QKLM2VK,"#1,060 in Electronics (See Top 100 in Electronics)#86 inSmart Watches",17-Jan-22,Fastrack Reflex Vox Smartwatch|Alexa Built-in|Bright HD Display|Upto 10 Days Battery|5 ATM Water Resistance|Multiple Sports Modes|100+ Watchfaces|24x7 HRM|Sp02|Stress Monitor|Camera & Music Control,1995,6995,TRUE,FALSE,FALSE,2980,3.8,In stock,VRP Telematics,FBA,0,"batteries : 1 Lithium Polymer batteries required. (included) | product_dimensions : 4.4 x 3.7 x 1.3 cm; 90 Grams | manufacturer : Titan Company Ltd, Titan Company Ltd, Titan Company Limited no- 03 Sipcot Industries complex Hosur - 635126 Customer Care at 1800-266-0123 or email us at customercare@titan.co.on | item_model_number : 38072AP01 | country_of_origin : China | department : Unisex-adult | packer : Titan Company Ltd, 3 Sipcot Industrial Complex, Hosur - 635126; Telephone | item_weight : 90 g | item_dimensions_lxwxh : 44 x 37 x 13 Millimeters | net_quantity : 1 Count | included_components : Watch, Charging Cable, QSG & Product Manual | generic_name : Smart Watch | ratings : 2,980"
B0BZVGHPCJ,"#2,276 in Electronics #169 inSmart Watches",09-Apr-23,"beatXP Unbound Neo 1.8"" Super AMOLED Display, Bluetooth Calling Smart Watch, 100+ Sports Modes, 500 Nits Brightness, Health & SpO2 Monitoring (Black)",1999,7999,FALSE,FALSE,FALSE,609,3.9,In stock,Appario Retail Private Ltd,FBA,0,"brand : beatXP | manufacturer : beatXP | series : Unbound Neo | colour : Black | item_height : 11 Millimeters | item_width : 38 Millimeters | standing_screen_display_size : 1.8 Inches | product_dimensions : 4.6 x 3.8 x 1.1 cm; 32 Grams | connectivity_type : Bluetooth | wireless_type : Bluetooth | wattage : 15 Watts | operating_system : Smartwatch | average_battery_life_in_hours : 5 Days | included_components : 1 X User Manual, 1 X Warranty Card, 1 X Smartwatch | country_of_origin : China | item_weight : 32 g | ratings : 609 | packer : GHV MEDICAL ANCHOR PVT LTD 3rd Floor, Capital Cyberscape Ullahwas, Sector-59, Gurgaon, Haryana, India-122102 | importer : GHV MEDICAL ANCHOR PVT LTD 3rd Floor, Capital Cyberscape Ullahwas, Sector-59, Gurgaon, Haryana, India-122102 | item_dimensions_lxwxh : 46 x 38 x 11 Millimeters | net_quantity : 1 Count | generic_name : Smartwatch"
B0BRSPMSXD,#865 in Electronics (See Top 100 in Electronics)#73 inSmart Watches,06-Jan-23,Fastrack New Reflex Beat+ 1.69” UltraVU Display|500 Nits Brightness|60 Sports Modes|24 * 7 Heart Rate Monitor|SpO2 Monitor|Sleep Tracker|IP68 Water Resistant|Music & Camera Control,1495,3495,TRUE,FALSE,FALSE,1602,3.9,In stock,VRP Telematics,FBA,0,"batteries : 1 Lithium Polymer batteries required. (included) | product_dimensions : 4.3 x 3.5 x 1 cm; 36 Grams | manufacturer : Imported by Titan Company Limited, Imported by Titan Company Limited 3 Sipcot Industries complex, Hosur- 635126 | item_model_number : 38082PP01 | country_of_origin : China | department : Unisex | packer : Titan Company Ltd, Titan Company Limited 3 Sipcot Industries Complex Hosur - 635126 Customer Care at 1800-266-0123 or email us at customercare@titan.co.in | importer : Titan Company Limited 3 Sipcot Industries complex, Hosur- 635126 | item_weight : 36 g | item_dimensions_lxwxh : 43 x 35 x 10 Millimeters | net_quantity : 1 Piece | included_components : Watch Head, Watch Strap, Magnetic Charging Cable, Quick Start Guide, Warranty Card | generic_name : Smart Watch | ratings : 1,602"
B09NDM3ZGW,"#1,721 in Watches (See Top 100 in Watches)#22 inWomen's Fashion Smartwatches#35 inMen's Fashion Smartwatches#1,933 inSmart Watches",10-Dec-21,"Titan Smart Smartwatch with Stress & Sleep Monitor, SpO2,Women Health Monitor,5 ATM Water Resistance & Upto 14 Days Battery Life",7995,11995,FALSE,FALSE,FALSE,1099,3.7,In stock,VRP Telematics,FBA,0,"product_dimensions : 10 x 10 x 10 cm; 210 Grams | manufacturer : Titan | item_model_number : 90137AP01 | country_of_origin : China | department : men | packer : TITAN | item_weight : 210 g | item_dimensions_lxwxh : 10 x 10 x 10 Centimeters | net_quantity : 1.00 count | generic_name : Smart Watch | ratings : 1,099"
B0BTSPYCFW,#229 in Watches (See Top 100 in Watches)#73 inWomen's Wrist Watches,02-Feb-23,Shocknshop Digital Sports Square Dial LED Unisex Stainless Steel Strap Watch for Men and Womens -WCH70,299,1299,TRUE,FALSE,FALSE,31,3.3,In stock,Shocknshop,FBA,0,"is_discontinued_by_manufacturer : No | product_dimensions : 5 x 5 x 5 cm; 80 Grams | manufacturer : Shocknshop, Shocknshop | item_model_number : WCH70 | country_of_origin : India | department : unisex | packer : Shocknshop | item_weight : 80 g | item_dimensions_lxwxh : 50 x 50 x 50 Millimeters | net_quantity : 1.00 count | generic_name : Digital Multi Functional Watch | ratings : 31"
B0B5CGTBKV,"#2,343 in Electronics #172 inSmart Watches",23-Jul-22,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2(Caribbean Green)",1799,7990,FALSE,FALSE,FALSE,30180,3.9,In stock,Appario Retail Private Ltd,FBA,0,"brand : BoAt | manufacturer : Imagine Marketing Ltd | series : Wave Call | colour : Caribbean Green | item_height : 10 Millimeters | item_width : 50 Millimeters | standing_screen_display_size : 1.69 Inches | product_dimensions : 26 x 5 x 1 cm; 45 Grams | batteries : 1 Lithium Polymer batteries required. (included) | item_model_number : Wave Call | connectivity_type : Bluetooth | wireless_type : Bluetooth | wattage : 50 Watts | operating_system : Android & ios | average_battery_life_in_hours : 10 Days | are_batteries_included : Yes | lithium_battery_energy_content : 220 Milliampere Hour (mAh) | number_of_lithium_ion_cells : 1 | included_components : User Manual, Magnetic Charging Cable, Warranty Card, Wave Call | country_of_origin : China | item_weight : 45 g | ratings : 30,180 | packer : Imagine Marketing Ltd | importer : Imagine Marketing Limited Unit no. 204 & 205, 2nd floor, D-wing & E-wing, Corporate Avenue, Andheri Ghatkopar Link Road, Mumbai, Maharashtra-400093, India | item_dimensions_lxwxh : 26 x 5 x 1 Centimeters | net_quantity : 1 Piece | generic_name : Smart Watch"
B07CQ2DBSN,#897 in Watches (See Top 100 in Watches)#466 inMen's Wrist Watches,26-Apr-18,Titan Karishma Analog Silver Dial Men's Watch-NL1774BM01/NP1774BM01,3365,,FALSE,FALSE,FALSE,480,4.3,In stock,VRP Telematics,FBA,0,batteries : 1 Lithium Metal batteries required. (included) | product_dimensions : 18 x 4.7 x 0.74 cm; 520 Grams | manufacturer : Titan | item_model_number : NP1774BM01 | country_of_origin : India | department : Men | item_weight : 520 g | item_dimensions_lxwxh : 18 x 4.7 x 0.7 Centimeters | generic_name : Watch | ratings : 480
B01GDWNV86,#608 in Watches (See Top 100 in Watches)#313 inMen's Wrist Watches,31-May-16,Fastrack Analog Black Dial Men's Watch-NL3147KM01/NN3147KM01/NP3147KM01,4250,,FALSE,FALSE,FALSE,2024,4.3,In stock,VRP Telematics,FBA,0,"batteries : 1 Lithium Polymer batteries required. | is_discontinued_by_manufacturer : No | product_dimensions : 14 x 7 x 10 cm; 180 Grams | manufacturer : Titan Company Ltd, Titan Company Ltd, 3 Sipcot Industrial Complex, Hosur - 635126; Telephone | item_model_number : NP3147KM01 | country_of_origin : India | department : Men | packer : Titan Company Ltd, 3 Sipcot Industrial Complex, Hosur - 635126; Telephone | item_weight : 180 g | item_dimensions_lxwxh : 14 x 7 x 10 Centimeters | generic_name : Casual Watch | ratings : 2,024"
B09RXRR6Y1,#36 in Watches (See Top 100 in Watches)#2 inFashion Accessories#4 inFashion#16 inMen's Wrist Watches,06-Feb-22,ASGARD Multi Functional Sports Digital Multicolor Dial Men's Watch,194,1499,TRUE,FALSE,FALSE,1531,3.7,In stock,ASGARD® INDIA,FBA,0,"product_dimensions : 8.5 x 8.5 x 6.5 cm; 120 Grams | manufacturer : GOYAL ENTERPRISES | item_model_number : 230-ArmySportsDarkGrey | country_of_origin : China | department : Unisex | packer : GOYAL ENTERPRISES, Delhi | importer : GOYAL ENTERPRISES, Delhi | item_weight : 120 g | item_dimensions_lxwxh : 8.5 x 8.5 x 6.5 Centimeters | net_quantity : 1.00 count | generic_name : Sport Watch | ratings : 1,531"
B09SQ5S1R5,#84 in Watches (See Top 100 in Watches)#41 inMen's Wrist Watches,22-Feb-21,Shocknshop Analog Digital Sports Black Dial Multi Functional Mens Boys Watch -SK1155,479,1599,TRUE,FALSE,FALSE,469,4.1,In stock,Shocknshop,FBA,0,"is_discontinued_by_manufacturer : No | product_dimensions : 5 x 5 x 5 cm; 110 Grams | manufacturer : Shocknshop, Shocknshop | item_model_number : SK1155 | country_of_origin : India | department : Men Boys | packer : Shocknshop | item_weight : 110 g | item_dimensions_lxwxh : 50 x 50 x 50 Millimeters | net_quantity : 1.00 count | generic_name : Sport Watch | ratings : 469"
B083JXS2YT,#100 in Watches (See Top 100 in Watches)#48 inMen's Wrist Watches,06-Jan-20,Timex Analog Black Dial Men's Watch-TW000R438,2116,2645,TRUE,FALSE,FALSE,920,4.1,In stock,VRP Telematics,FBA,0,batteries : 1 AAA batteries required. (included) | package_dimensions : 10.2 x 8.8 x 8.6 cm; 300 Grams | manufacturer : Timex | item_model_number : TW000R438 | department : Men | item_weight : 300 g | generic_name : Casual watch | ratings : 920
B0BZVC8HWL,"#5,694 in Electronics #398 inSmart Watches",11-Apr-23,"beatXP Marv 1.8” (4.5 cm) HD Display Smart Watch with Bluetooth Calling, AI Voice Assistance, Heart Rate, spo2, Sleep Monitoring, 100+ Sports Modes, IP68 Water Resistance (Electric Black)",1499,7999,FALSE,FALSE,FALSE,363,3.6,In stock,Appario Retail Private Ltd,FBA,0,"brand : BeatXP | manufacturer : beatXP | series : Marv | colour : Black | item_height : 11 Millimeters | item_width : 37 Millimeters | standing_screen_display_size : 1.85 Inches | product_dimensions : 4.4 x 3.7 x 1.1 cm; 32 Grams | connectivity_type : Bluetooth | wireless_type : Bluetooth | wattage : 4.8 Watts | operating_system : Smartwatch | average_battery_life_in_hours : 7 Days | included_components : 1 X User Manual, 1x smartwatch, 1 X Warranty Card | country_of_origin : China | item_weight : 32 g | ratings : 363 | packer : GHV MEDICAL ANCHOR PVT LTD 3rd Floor, Capital Cyberscape Ullahwas, Sector-59, Gurgaon, Haryana, India-122102 | importer : GHV MEDICAL ANCHOR PVT LTD 3rd Floor, Capital Cyberscape Ullahwas, Sector-59, Gurgaon, Haryana, India-122102 | item_dimensions_lxwxh : 44 x 37 x 11 Millimeters | net_quantity : 1 Count | generic_name : Smartwatch"
B00XJ00VIY,"#80,036 in Kindle Store (See Top 100 in Kindle Store)#846 inHorror (Kindle Store)#1,343 inHorror (Books)#2,385 inShort Stories (Kindle Store)",,The Watch,,,,,,8,4.2,,,,,language : English | file_size : 435 KB | texttospeech : Enabled | screen_reader : Supported | enhanced_typesetting : Enabled | xray : Not Enabled | word_wise : Enabled | print_length : 12 pages | ratings : 8
B09ZYBB6W6,#152 in Watches (See Top 100 in Watches)#76 inMen's Wrist Watches,10-May-22,SWADESI STUFF Multi Dial Chronograph Luxury Quartz Analog Watch for Men,349,1500,TRUE,FALSE,FALSE,145,3.5,In stock,SWADESI STUFF®,FBA,0,"product_dimensions : 9 x 7 x 6 cm; 120 Grams | manufacturer : SWADESI STUFF | item_model_number : EDIFIS ROSEGOLD | country_of_origin : India | department : Men | packer : SWADESI STUFF, SURAT, GUJARAT, INDIA | item_weight : 120 g | item_dimensions_lxwxh : 9 x 7 x 6 Centimeters | net_quantity : 1.00 Piece | generic_name : Luxury Watch | ratings : 145"
B0BN3J92K3,"#10,317 in Electronics #711 inSmart Watches",22-Nov-22,"boAt Xtend Smartwatch Batman Edition with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM(Knight Black)",2799,7990,FALSE,FALSE,FALSE,127545,4.1,In stock,Appario Retail Private Ltd,FBA,0,"brand : BoAt | manufacturer : Imagine Marketing Ltd | model_name : Xtend | product_dimensions : 22 x 4 x 1 cm; 45 Grams | batteries : 1 Lithium Polymer batteries required. (included) | operating_system : Android,ios | compatible_devices : Smartphone | special_features : Sleep Monitor, Notifications | mounting_hardware : User Manual, Warranty Card, Charging Cable, Watch Xtend | number_of_items : 4 | display_technology : LCD | standing_screen_display_size : 1.69 Inches | display_type : LCD | wattage : 40 Watts | battery_average_life : 7 Days | batteries_included : Yes | batteries_required : Yes | battery_cell_composition : Lithium Polymer | wireless_type : Bluetooth | connector_type : USB | device_interface_primary : Touchscreen | includes_rechargeable_battery : Yes | country_of_origin : China | item_weight : 45 g | ratings : 127,545 | packer : Imagine Marketing Ltd | importer : Imagine Marketing Ltd | item_dimensions_lxwxh : 22 x 4 x 1 Centimeters | net_quantity : 1 Piece | generic_name : Smart Watch"
